flight_number,origin_station_code,destination_station_code,record_locator,arrival_delay_minutes,passenger_class,number_of_legs,loyalty_program_level,generation,fleet_type_description,actual_flown_miles,food_satisfaction_score,feedback_ID
1610,DFX,IAX,D1XX13,-20,Economy,2,non-elite,Millennial,A320-200,224,4,F_1017
786,PWX,IAX,MLXXFM,5,Economy,2,non-elite,Boomer,A319-100,494,2,F_1018
27,LHX,DEX,NJXX76,3,Economy,2,non-elite,Boomer,B787-9,4671,4,F_1019
998,ACX,IAX,E1XXL2,-22,Economy,1,premier silver,Boomer,B787-8,5296,4,F_1020
1485,LAX,LAX,PFXX7W,64,Economy,1,non-elite,Boomer,B737-800,236,2,F_1021
1797,EWX,ORX,DRXXMK,-12,Economy,1,non-elite,Boomer,B737-800,719,3,F_1022
1176,SFX,HNX,ATXXVM,-5,Economy,1,non-elite,Boomer,B777-300,2399,2,F_1023
935,EWX,LHX,IRXXGB,19,Economy,1,premier gold,Boomer,B767-300,3466,5,F_1024
358,COX,ORX,BQXXHX,1,Economy,1,non-elite,Boomer,A319-100,911,4,F_1025
3420,CHX,EWX,DTXXXE,-6,Economy,1,non-elite,Gen X,ERJ-175,628,4,F_1026
140,KEX,EWX,LTXX41,-35,Economy,2,non-elite,Boomer,B757-200,2601,2,F_1027
2486,ORX,DEX,PCXXQH,-15,Economy,2,premier gold,Millennial,B757-300,888,4,F_1028
750,CVX,DEX,K3XXRR,-1,Economy,1,non-elite,Gen X,B737-800,1069,3,F_1029
27,LHX,DEX,CFXXEZ,-14,Economy,1,premier gold,Boomer,B787-9,4671,5,F_1030
5263,LGX,ORX,J9XX26,47,Economy,1,premier 1k,Gen X,ERJ-175,733,3,F_1031
416,MXX,ORX,PMXX8X,43,Economy,1,non-elite,Boomer,B787-8,4523,5,F_1032
373,HNX,SFX,PCXX0W,11,Economy,2,premier silver,Boomer,B777-200,2399,2,F_1033
1852,ORX,PDX,OKXXLH,-12,Economy,1,non-elite,Millennial,B737-900,1739,5,F_1034
2198,IAX,PDX,G2XX0N,-22,Economy,2,non-elite,Boomer,B737-900,1825,2,F_1035
2500,SFX,EWX,PLXXP1,-20,Economy,1,non-elite,Boomer,B777-200,2565,3,F_1036
1573,DEX,EWX,G9XX6V,28,Economy,1,non-elite,Silent,B787-9,1605,3,F_1037
2188,SFX,BOX,E5XX4E,6,Economy,1,premier 1k,Boomer,B737-MAX9,2704,1,F_1038
1698,ATX,EWX,OBXX4Y,-21,Economy,1,premier platinum,Millennial,A319-100,745,1,F_1039
2679,ORX,SFX,DZXXGJ,17,Economy,1,premier gold,Boomer,B777-200,1846,3,F_1040
19,MXX,EWX,A7XX6D,-4,Economy,1,non-elite,Millennial,B777-200,4010,2,F_1041
846,ORX,GRX,BTXX4B,7,Economy,2,non-elite,Gen Z,B787-9,5222,1,F_1042
1729,LAX,SFX,J8XXEP,-16,Economy,2,non-elite,Boomer,A319-100,414,2,F_1043
1103,DEX,JAX,EQXXX8,-9,Economy,2,premier silver,Boomer,A320-200,406,3,F_1044
894,SFX,ICX,FNXXM7,-50,Economy,2,premier 1k,Gen X,B787-9,5659,4,F_1045
3565,EWX,PWX,MNXXW5,-9,Economy,2,non-elite,Gen X,ERJ-175,284,5,F_1046
2477,SAX,DEX,F6XXKX,7,Economy,2,premier silver,Gen X,B737-900,853,4,F_1047
838,SFX,NRX,MZXXB7,-41,Economy,2,non-elite,Boomer,B787-9,5124,2,F_1048
1198,PBX,EWX,M7XXES,19,Economy,1,non-elite,Boomer,B737-800,1024,3,F_1049
377,AUX,IAX,GNXXMY,-11,Economy,1,premier platinum,Boomer,B737-700,1297,3,F_1050
1261,LAX,DEX,A6XXJ3,-14,Economy,1,premier silver,Boomer,B737-900,629,2,F_1051
1142,HNX,SFX,FCXXQC,-23,Economy,1,non-elite,Boomer,B777-200,2399,4,F_1052
6,IAX,LHX,K1XX5B,34,Economy,1,non-elite,Boomer,B787-9,4834,2,F_1053
352,DCX,SFX,HVXX8Y,-14,Economy,1,premier silver,Gen X,B737-800,2442,3,F_1054
128,DUX,IAX,F0XX3N,-39,Economy,1,non-elite,Boomer,B767-400,3405,5,F_1055
2307,ORX,BOX,O7XXX8,-11,Economy,2,non-elite,Boomer,B737-900,867,2,F_1056
2194,ATX,EWX,B4XX72,-20,Economy,1,non-elite,Millennial,B737-700,745,2,F_1057
510,FCX,EWX,ECXXM5,118,Economy,1,non-elite,Gen X,B777-200,4292,3,F_1058
1044,AUX,EWX,C6XXYF,-17,Economy,1,non-elite,Boomer,B737-900,1958,5,F_1059
1905,ORX,EWX,ABXXCN,-30,Economy,2,non-elite,Boomer,B737-900,719,3,F_1060
2211,SAX,IAX,NDXXN5,-17,Economy,1,non-elite,Boomer,B737-800,1303,1,F_1061
354,MFX,SFX,JGXXSJ,-7,Economy,2,non-elite,Boomer,B737-800,329,1,F_1062
254,IAX,HNX,FQXXVR,-17,Economy,2,premier platinum,Boomer,B777-200,3904,2,F_1063
3663,ORX,ORX,NNXXF8,5,Economy,2,non-elite,Boomer,ERJ-170,717,3,F_1064
1543,SFX,YVX,BNXXQR,-7,Economy,1,non-elite,Gen X,A319-100,800,2,F_1065
1251,LAX,SFX,GZXXK6,-24,Economy,1,non-elite,Millennial,B757-200,337,3,F_1066
5990,SFX,SBX,JJXX6E,-6,Economy,2,premier 1k,Boomer,ERJ-175,262,4,F_1067
1808,PBX,EWX,GYXX7K,-1,Economy,1,premier silver,Boomer,B737-900,1024,4,F_1068
598,EWX,LAX,IRXXHX,-15,Economy,1,non-elite,Boomer,B737-900,2227,5,F_1069
856,LIX,IAX,GSXX8D,-14,Economy,1,premier silver,Boomer,B767-300,3133,3,F_1070
385,DEX,HNX,NDXX8D,7,Economy,1,premier silver,Boomer,B777-200,3365,2,F_1071
19,MXX,EWX,GBXXSE,22,Economy,1,premier silver,Gen X,B777-200,4010,5,F_1072
2216,EWX,LAX,HPXX1N,35,Economy,1,premier gold,Boomer,B777-200,2454,1,F_1073
2272,ANX,ORX,O1XX1B,-23,Economy,1,premier gold,Boomer,B737-MAX9,2846,2,F_1074
206,EWX,SJX,FTXXT7,-17,Economy,1,non-elite,Millennial,B737-900,1608,3,F_1075
140,KEX,EWX,IJXXGB,-37,Economy,1,non-elite,Boomer,B757-200,2601,2,F_1076
1102,DEX,LAX,IDXXVR,-9,Economy,2,non-elite,Boomer,B757-300,862,4,F_1077
1799,IAX,PHX,C0XXWK,-10,Economy,2,non-elite,Silent,B737-900,1009,3,F_1078
1060,MFX,DEX,BRXXET,-7,Economy,1,non-elite,Boomer,B737-800,964,5,F_1079
1769,MCX,EWX,D8XXHK,-1,Economy,1,non-elite,Millennial,B737-MAX8,938,5,F_1080
1694,ORX,BWX,IQXXBC,-23,Economy,1,non-elite,Boomer,A320-200,621,4,F_1081
474,DEX,PDX,IMXXJT,-9,Economy,2,non-elite,Gen X,A320-200,992,3,F_1082
5308,ASX,SFX,A3XXVM,-12,Economy,1,non-elite,Boomer,CRJ-700,847,2,F_1083
3688,EWX,PIX,BLXXRC,115,Economy,2,premier silver,Boomer,ERJ-175,319,2,F_1084
264,LHX,DEX,H2XXY9,8,Economy,2,premier silver,Gen X,B787-9,4671,4,F_1085
949,SFX,LHX,D1XX6G,4,Economy,2,premier platinum,Gen X,B777-200,5368,2,F_1086
2098,SFX,EWX,EFXXYC,1,Economy,1,non-elite,Boomer,B777-200,2565,2,F_1087
902,SFX,LHX,DPXX68,-16,Economy,2,premier gold,Boomer,B777-200,5368,4,F_1088
924,LAX,LHX,L4XXR0,-25,Economy,1,non-elite,Boomer,B787-9,5456,2,F_1089
628,DEX,EWX,MWXXSD,32,Economy,1,premier gold,Millennial,B737-900,1605,5,F_1090
61,SFX,MEX,GLXX6M,56,Economy,1,non-elite,Gen X,B787-9,7853,3,F_1091
1567,IAX,MEX,G6XX9B,-37,Economy,1,non-elite,Millennial,A320-200,1864,2,F_1092
992,BCX,IAX,K5XX3N,-41,Economy,2,non-elite,Silent,B767-400,4060,1,F_1093
400,CLX,EWX,E1XXTR,-10,Economy,1,non-elite,Gen Z,B737-MAX8,404,5,F_1094
5940,DEX,GSX,M3XXZX,-9,Economy,1,non-elite,Gen X,ERJ-175,1278,3,F_1095
1463,SFX,IAX,BZXX00,-12,Economy,2,non-elite,Boomer,B737-900,1635,2,F_1096
31,EWX,MUX,IPXXSV,43,Economy,2,non-elite,Boomer,B777-200,4052,2,F_1097
2449,SFX,EWX,DGXX7N,8,Economy,1,premier gold,Boomer,B777-200,2565,1,F_1098
838,SFX,NRX,EVXXDE,-25,Economy,2,non-elite,Millennial,B787-9,5124,2,F_1099
790,DEX,SNX,G6XXTJ,-19,Economy,2,non-elite,Boomer,B737-800,846,1,F_1100
1852,PDX,IAX,NCXX73,17,Economy,1,non-elite,Gen X,B737-900,1825,3,F_1101
6148,GRX,IAX,IJXXYP,17,Economy,1,premier 1k,Gen X,ERJ-175,1042,2,F_1102
1167,SAX,EWX,DEXXXP,-14,Economy,1,non-elite,Boomer,B737-700,2425,2,F_1103
2654,IAX,ORX,M4XX1D,-18,Economy,2,premier silver,Gen X,A320-200,925,4,F_1104
1785,STX,EWX,F7XXZW,-18,Economy,1,non-elite,Gen X,B737-700,1634,5,F_1105
985,CDX,SFX,J2XXPR,-46,Economy,1,non-elite,Silent,B777-200,5583,4,F_1106
2499,SAX,IAX,MYXXFB,-13,Economy,2,premier platinum,Boomer,B737-900,191,2,F_1107
57,CDX,EWX,HDXXT0,-23,Economy,1,non-elite,Boomer,B777-300,3649,1,F_1108
1526,EWX,LAX,EQXXV8,-7,Economy,1,non-elite,Boomer,B737-900,2227,3,F_1109
3719,GRX,ORX,NPXXTN,-19,Economy,2,non-elite,Gen X,ERJ-170,137,3,F_1110
1752,IAX,GUX,PXXXQY,-14,Economy,3,non-elite,Gen X,B737-800,1103,3,F_1111
2083,MDX,ORX,O3XXNJ,-17,Economy,1,non-elite,Gen X,B737-800,594,1,F_1112
3620,SAX,EWX,I9XXTG,-19,Economy,2,premier platinum,Boomer,ERJ-170,708,5,F_1113
27,LHX,DEX,C6XXYQ,-18,Economy,2,premier platinum,Gen X,B787-9,4671,4,F_1114
6229,PIX,IAX,JPXXR7,2,Economy,1,non-elite,Millennial,ERJ-175,1117,2,F_1115
2633,EWX,SFX,PVXX3R,5,Economy,1,non-elite,Boomer,B777-300,2565,4,F_1116
787,DEX,SBX,H5XX3M,-6,Economy,2,non-elite,Boomer,A319-100,916,3,F_1117
1443,IAX,EWX,HHXX3T,-5,Economy,2,non-elite,Millennial,B737-MAX8,1400,4,F_1118
1276,SEX,IAX,DQXXYJ,-2,Economy,1,premier gold,Boomer,B737-900,2306,2,F_1119
4501,EWX,DCX,O9XX87,-12,Economy,1,premier 1k,Gen X,CRJ-550,199,4,F_1120
183,DEX,FRX,BZXXD4,241,Economy,2,non-elite,Gen X,B787-9,5040,1,F_1121
902,SFX,LHX,O2XXFJ,44,Economy,1,non-elite,Millennial,B777-200,5368,2,F_1122
489,DEX,PHX,I9XX78,-17,Economy,1,premier platinum,Boomer,A320-200,602,2,F_1123
2166,EWX,IAX,CMXX3J,-30,Economy,2,non-elite,Gen X,A320-200,1400,4,F_1124
1243,SAX,IAX,DQXX58,-29,Economy,2,premier gold,Gen X,B737-800,1105,3,F_1125
527,AMX,IAX,K0XXFZ,-40,Economy,2,non-elite,Boomer,B787-8,5965,1,F_1126
908,ORX,FRX,HYXXZ4,-18,Economy,1,non-elite,Boomer,B787-10,4344,1,F_1127
357,EWX,DEX,P0XXKR,49,Economy,1,non-elite,Gen X,B737-900,1605,1,F_1128
1508,DEX,SAX,JMXX18,-5,Economy,1,non-elite,Gen X,B737-800,853,3,F_1129
1258,EWX,SFX,K4XX45,10,Economy,1,premier 1k,Gen X,B777-200,2565,2,F_1130
915,CDX,IAX,I2XXGQ,-10,Economy,1,premier gold,Boomer,B777-200,3861,4,F_1131
893,ICX,SFX,MEXXXS,-32,Economy,2,premier silver,Gen X,B787-9,5659,5,F_1132
2141,MIX,IAX,IYXX66,1,Economy,1,premier 1k,Gen X,B737-900,964,5,F_1133
3573,EWX,YYX,MSXX7C,172,Economy,2,non-elite,Boomer,ERJ-170,347,2,F_1134
128,DUX,IAX,JNXXBY,13,Economy,1,non-elite,Boomer,B777-200,3405,3,F_1135
80,EWX,NRX,F7XXG6,8,Economy,1,premier silver,Millennial,B777-200,6732,1,F_1136
688,EWX,IAX,HXXXWY,-19,Economy,1,non-elite,Boomer,B767-300,1400,2,F_1137
270,BOX,EWX,HHXX2N,-4,Economy,1,non-elite,Boomer,B737-700,2477,1,F_1138
2051,SFX,DEX,JMXXJT,2,Economy,1,non-elite,Silent,B737-800,967,1,F_1139
956,TLX,SFX,BYXXR6,-8,Economy,1,premier gold,Boomer,B777-200,7421,5,F_1140
335,EWX,DFX,DQXXDE,-4,Economy,1,premier gold,Boomer,B737-800,1372,3,F_1141
1197,CUX,ORX,O7XXKR,27,Economy,1,non-elite,Millennial,B737-900,1444,5,F_1142
1951,KOX,SFX,GFXXE3,-17,Economy,1,non-elite,Millennial,B757-300,2370,4,F_1143
2357,SFX,AUX,DBXXEB,-10,Economy,1,premier silver,Boomer,A319-100,1503,4,F_1144
19,MXX,EWX,O3XXZY,-4,Economy,1,non-elite,Boomer,B777-200,4010,5,F_1145
1788,SFX,DEX,ODXX7R,-14,Economy,2,non-elite,Boomer,B777-200,967,5,F_1146
991,SFX,CDX,CBXXFM,59,Economy,1,non-elite,Boomer,B777-200,5583,1,F_1147
1525,IAX,EWX,AQXX9G,-10,Economy,2,non-elite,Silent,B767-300,1400,2,F_1148
2251,SAX,IAX,N9XXXP,6,Economy,1,premier silver,Gen X,A319-100,1362,4,F_1149
255,BOX,EWX,CJXX9V,14,Economy,2,premier silver,Boomer,B737-700,200,2,F_1150
1686,LIX,DEX,AVXX5E,-6,Economy,1,non-elite,Boomer,B757-200,3414,3,F_1151
1094,DEX,LAX,N1XX6M,-12,Economy,2,non-elite,Gen X,B757-300,862,5,F_1152
219,HNX,ORX,CTXXHK,-11,Economy,1,premier 1k,Boomer,B777-200,4244,1,F_1153
170,VCX,EWX,L8XXG4,327,Economy,1,non-elite,Boomer,B767-300,4169,1,F_1154
51,MAX,EWX,NZXXL4,-22,Economy,1,non-elite,Boomer,B767-400,3607,2,F_1155
1869,YVX,ORX,DKXX88,-4,Economy,2,non-elite,Silent,B737-900,1764,2,F_1156
1563,GUX,IAX,CGXXGZ,-7,Economy,1,non-elite,Gen X,B737-800,1857,4,F_1157
5541,MTX,ORX,CJXX5E,7,Economy,2,non-elite,Silent,ERJ-175,1081,2,F_1158
1023,DEX,PIX,NEXXPZ,-7,Economy,1,non-elite,Millennial,B737-900,1290,2,F_1159
196,MUX,SFX,CYXX9L,15,Economy,1,non-elite,Millennial,B777-300,5889,1,F_1160
1682,SFX,CMX,HCXXVY,-1,Economy,1,non-elite,Gen X,B737-800,2121,3,F_1161
5235,IAX,DTX,K1XXQP,-3,Economy,1,premier silver,Silent,ERJ-175,1076,4,F_1162
1724,SFX,KOX,AXXX7B,23,Economy,1,non-elite,Millennial,B737-900,2370,5,F_1163
872,SFX,TPX,M5XX4W,0,Economy,2,premier gold,Boomer,B777-300,6469,3,F_1164
1683,PHX,ORX,LBXX6H,-4,Economy,1,non-elite,Boomer,A320-200,1440,4,F_1165
57,CDX,EWX,DTXX9W,23,Economy,1,non-elite,Boomer,B777-300,3649,2,F_1166
3625,EWX,YOX,L4XXTY,-8,Economy,1,non-elite,Boomer,ERJ-170,328,4,F_1167
2653,SFX,BOX,GQXX04,9,Economy,2,non-elite,Boomer,B737-MAX9,2704,4,F_1168
1909,IAX,LAX,L8XXN4,-7,Economy,1,premier platinum,Millennial,B737-800,1379,2,F_1169
374,DEX,LAX,EXXXF6,-4,Economy,2,non-elite,Silent,B737-MAX9,629,4,F_1170
1482,SNX,IAX,GDXXJZ,19,Economy,2,premier gold,Boomer,B737-800,1347,2,F_1171
21,IAX,AMX,LFXXHC,17,Economy,2,non-elite,Millennial,B777-200,5013,2,F_1172
2341,ORX,MCX,H1XX9P,-18,Economy,1,non-elite,Boomer,B757-300,1005,5,F_1173
219,HNX,ORX,EQXX44,-18,Economy,1,non-elite,Gen X,B787-10,4244,2,F_1174
2033,MYX,EWX,E1XXV2,-24,Economy,1,non-elite,Boomer,A320-200,550,3,F_1175
441,DEX,LAX,BMXX1E,9,Economy,2,non-elite,Boomer,B737-800,862,5,F_1176
1120,CHX,ORX,IGXXN4,-31,Economy,1,non-elite,Gen X,A319-100,760,4,F_1177
53,IAX,ZRX,BRXXBS,-11,Economy,1,non-elite,Gen X,B767-300,4158,3,F_1178
27,LHX,DEX,HQXXRE,-7,Economy,2,non-elite,Boomer,B787-9,4671,5,F_1179
489,DEX,PHX,LXXXJC,-1,Economy,1,non-elite,Boomer,A320-200,602,3,F_1180
86,TLX,EWX,BCXXBD,-48,Economy,1,non-elite,Millennial,B787-10,5692,1,F_1181
122,BCX,EWX,ASXX94,-51,Economy,1,non-elite,Silent,B767-400,3848,4,F_1182
775,EWX,MCX,P9XXCM,-4,Economy,2,non-elite,Gen X,B737-900,938,2,F_1183
1066,EWX,MEX,IMXXLS,-17,Economy,1,non-elite,Boomer,B737-700,2076,2,F_1184
3476,EWX,BTX,K3XXGL,-1,Economy,1,premier silver,Boomer,ERJ-170,266,1,F_1185
1483,FLX,DEX,I6XXWL,-36,Economy,1,premier 1k,Boomer,B737-MAX9,1703,5,F_1186
1633,PDX,SFX,ELXX9S,-14,Economy,2,non-elite,Gen Z,A320-200,550,2,F_1187
741,DEX,SLX,CTXX5N,-6,Economy,2,non-elite,Boomer,B737-800,391,2,F_1188
759,RAX,ORX,LEXXF4,-12,Economy,2,non-elite,Gen X,A320-200,780,2,F_1189
1713,SFX,IAX,N6XXGD,-19,Economy,1,premier gold,Gen X,B737-MAX9,1635,5,F_1190
6152,SAX,IAX,LZXXP0,-12,Economy,1,non-elite,Gen X,ERJ-175,1362,3,F_1191
2343,DEX,MFX,LMXXDF,-12,Economy,2,non-elite,Boomer,B737-800,964,1,F_1192
1241,RDX,DEX,L6XXB5,-3,Economy,1,non-elite,Silent,B737-800,1436,2,F_1193
2609,IAX,ORX,JBXX1K,-20,Economy,1,non-elite,Millennial,B737-900,589,5,F_1194
2101,SAX,EWX,PSXX7W,-13,Economy,1,non-elite,Boomer,B737-700,708,5,F_1195
2109,EWX,SAX,EGXXZF,-31,Economy,1,non-elite,Gen X,B737-900,2425,2,F_1196
801,EWX,MCX,CGXXVT,-11,Economy,1,non-elite,Boomer,B737-800,938,3,F_1197
1636,LAX,IAX,J1XXDT,10,Economy,1,premier silver,Millennial,B737-900,2288,2,F_1198
1413,EWX,MIX,A2XX0C,5,Economy,1,premier gold,Gen X,A319-100,1086,2,F_1199
250,TFX,EWX,P0XX3F,-4,Economy,1,non-elite,Boomer,B757-200,3344,2,F_1200
2101,SAX,EWX,FZXXPE,4,Economy,1,non-elite,Boomer,B737-800,708,2,F_1201
1256,GEX,DEX,L7XX4G,-10,Economy,1,non-elite,Millennial,A319-100,836,5,F_1202
2241,FCX,DEX,L7XX53,-9,Economy,1,non-elite,Boomer,B737-800,753,4,F_1203
140,KEX,EWX,GEXXCQ,-44,Economy,1,premier silver,Boomer,B757-200,2601,1,F_1204
2043,PHX,ORX,PYXX5F,-5,Economy,1,premier platinum,Boomer,B737-900,1440,3,F_1205
5388,MTX,ORX,O8XXC8,-31,Economy,1,premier silver,Boomer,ERJ-175,1315,3,F_1206
6137,CMX,IAX,BDXXYP,3,Economy,1,premier gold,Gen X,ERJ-175,986,4,F_1207
278,IAX,SFX,HDXXR8,16,Economy,1,non-elite,Millennial,B737-900,2419,2,F_1208
2637,CLX,MCX,G9XXT5,-25,Economy,1,non-elite,Boomer,B737-800,895,5,F_1209
1142,HNX,SFX,HSXXBZ,-17,Economy,2,premier silver,Boomer,B777-200,2399,2,F_1210
972,FCX,ORX,MXXX2H,-24,Economy,1,premier silver,Gen X,B787-8,4823,4,F_1211
955,SFX,TLX,DWXXWS,-14,Economy,1,non-elite,Millennial,B777-200,7421,2,F_1212
1220,LAX,OGX,I2XXVJ,-13,Economy,1,non-elite,Gen Z,B737-MAX9,2486,1,F_1213
978,SNX,EWX,MYXXTR,-29,Economy,1,non-elite,Boomer,B757-200,3096,1,F_1214
2275,EWX,RSX,PZXXSV,-12,Economy,1,premier silver,Gen X,B737-800,1068,3,F_1215
495,SNX,EWX,GMXX7L,22,Economy,1,non-elite,Gen X,B737-700,2433,2,F_1216
363,HNX,EWX,HLXX3H,-21,Economy,1,premier gold,Boomer,B767-400,4962,1,F_1217
250,TFX,EWX,FDXXYK,-10,Economy,1,non-elite,Gen X,B757-200,3344,1,F_1218
3402,BUX,EWX,PRXXFS,-11,Economy,1,non-elite,Gen X,ERJ-170,282,2,F_1219
345,HNX,IAX,O7XXG1,-9,Economy,1,non-elite,Boomer,B767-400,4817,1,F_1220
2185,MCX,EWX,EQXX6T,-2,Economy,1,non-elite,Boomer,B737-900,938,1,F_1221
2415,DEX,SBX,APXXF6,-6,Economy,1,premier gold,Boomer,A320-200,916,3,F_1222
2174,ORX,MCX,D4XXRC,4,Economy,2,non-elite,Gen X,B757-300,1005,3,F_1223
1686,LIX,DEX,CFXX4N,-13,Economy,1,non-elite,Gen X,B757-200,3414,5,F_1224
2308,DEX,LIX,E1XXXD,-4,Economy,2,non-elite,Millennial,B757-200,3414,5,F_1225
652,CMX,ORX,NJXXX6,-5,Economy,1,premier silver,Gen Z,A320-200,296,4,F_1226
1705,CLX,ORX,I8XX65,-10,Economy,1,non-elite,Gen X,B737-800,316,2,F_1227
1682,SFX,CMX,P6XXGS,14,Economy,1,non-elite,Boomer,B737-800,2121,3,F_1228
189,EWX,JNX,A6XXVL,3,Economy,2,non-elite,Boomer,B787-9,7989,3,F_1229
1981,SNX,ORX,JGXXZ5,-25,Economy,2,non-elite,Millennial,B737-800,1726,3,F_1230
1458,MFX,DEX,F8XXDY,1,Economy,1,non-elite,Millennial,B737-800,964,5,F_1231
1142,SFX,IAX,IXXXX9,-6,Economy,2,non-elite,Boomer,B737-900,2419,2,F_1232
38,EDX,EWX,BVXXR1,-69,Economy,2,premier 1k,Boomer,B757-200,3269,5,F_1233
623,LAX,ORX,A5XX26,162,Economy,1,non-elite,Gen Z,B757-300,1745,1,F_1234
820,IAX,EZX,L7XX4Z,-4,Economy,1,non-elite,Boomer,B777-200,5062,2,F_1235
5775,SLX,LAX,NWXX4X,-23,Economy,1,non-elite,Boomer,CRJ-700,590,3,F_1236
980,EDX,IAX,GEXXCP,-44,Economy,1,non-elite,Gen X,B767-400,3477,5,F_1237
6071,IAX,CMX,P0XXG1,23,Economy,1,non-elite,Boomer,ERJ-175,986,2,F_1238
2496,SRX,EWX,NZXXLT,-27,Economy,1,non-elite,Boomer,B737-800,1034,3,F_1239
91,EWX,TLX,MTXXS1,51,Economy,1,non-elite,Millennial,B787-10,5692,1,F_1240
1988,LAX,EWX,F1XX91,40,Economy,1,non-elite,Gen X,B737-900,2227,2,F_1241
731,EWX,ATX,AYXXNN,-23,Economy,2,non-elite,Boomer,B737-900,745,2,F_1242
1952,MCX,DEX,DWXXG1,35,Economy,2,non-elite,Boomer,B737-800,532,2,F_1243
54,ZRX,IAX,EVXXKM,20,Economy,1,non-elite,Boomer,B767-300,4158,1,F_1244
1789,SFX,IAX,FHXXQ4,10,Economy,1,non-elite,Boomer,B737-900,1635,2,F_1245
1945,ORX,PHX,JXXX7X,-23,Economy,1,non-elite,Boomer,A320-200,1440,5,F_1246
1010,SNX,DEX,B1XXHW,-19,Economy,1,non-elite,Gen Z,A320-200,846,4,F_1247
212,ATX,SFX,B3XXH0,-32,Economy,1,non-elite,Gen X,A319-100,2139,4,F_1248
396,RSX,EWX,NVXXWS,19,Economy,1,non-elite,Boomer,B737-800,1068,5,F_1249
2478,EWX,SMX,MJXXEV,-14,Economy,1,premier 1k,Boomer,B737-700,2500,1,F_1250
919,IAX,LHX,N2XXY2,1,Economy,1,non-elite,Gen X,B777-200,3677,4,F_1251
973,ORX,BRX,B2XXW1,43,Economy,2,premier silver,Gen X,B787-10,4160,2,F_1252
1773,EWX,MYX,DDXXME,-10,Economy,1,non-elite,Boomer,A320-200,550,3,F_1253
901,LHX,SFX,FBXXGT,-19,Economy,1,premier 1k,Millennial,B777-200,5368,1,F_1254
3478,EWX,SAX,PJXXN3,-22,Economy,1,non-elite,Silent,ERJ-175,708,3,F_1255
126,ATX,EWX,BFXXWW,-46,Economy,2,non-elite,Gen X,B787-10,4948,2,F_1256
529,ORX,SFX,IKXXX7,-42,Economy,2,premier gold,Boomer,B777-200,1846,2,F_1257
688,EWX,IAX,BSXXQ3,-30,Economy,1,premier 1k,Boomer,B767-300,1400,3,F_1258
3528,CMX,ORX,D9XXLK,-22,Economy,1,non-elite,Boomer,ERJ-170,296,3,F_1259
1685,SFX,LIX,GPXXR0,-13,Economy,2,non-elite,Boomer,B737-800,2447,2,F_1260
225,EWX,PDX,LLXXNN,-38,Economy,1,non-elite,Millennial,B737-MAX8,2433,1,F_1261
245,PVX,LAX,FQXX2C,-38,Economy,1,non-elite,Boomer,A320-200,1218,3,F_1262
253,HNX,IAX,O1XX1P,-7,Economy,2,premier 1k,Boomer,B777-200,3904,2,F_1263
951,IAX,BRX,BWXXWQ,-51,Economy,2,premier silver,Boomer,B777-300,3892,1,F_1264
1027,DEX,AUX,FQXXWX,-7,Economy,1,non-elite,Boomer,A320-200,775,4,F_1265
1960,ANX,DEX,MXXXGV,40,Economy,1,premier 1k,Boomer,B737-800,2405,5,F_1266
136,ZRX,EWX,BMXXZS,-60,Economy,1,non-elite,Boomer,B767-300,3946,2,F_1267
42,FCX,EWX,CGXX5F,-26,Economy,1,non-elite,Boomer,B777-300,4292,4,F_1268
1729,SFX,CLX,E9XX98,-33,Economy,2,non-elite,Boomer,B737-800,2161,3,F_1269
140,KEX,EWX,FYXXSC,11,Economy,2,non-elite,Gen X,B757-200,2601,1,F_1270
1503,EWX,ORX,IMXXXQ,-2,Economy,1,premier silver,Gen X,B757-200,719,3,F_1271
263,DEX,LHX,M8XXKE,-17,Economy,1,non-elite,Gen X,B787-9,4671,4,F_1272
1428,MIX,IAX,LZXXJ1,234,Economy,1,non-elite,Millennial,B737-800,717,2,F_1273
979,IAX,EDX,PCXXMS,10,Economy,1,non-elite,Boomer,B767-400,3477,1,F_1274
512,MIX,IAX,EFXXM3,-20,Economy,2,non-elite,Boomer,B737-900,964,2,F_1275
1658,MYX,EWX,LBXXV6,-21,Economy,1,non-elite,Boomer,A320-200,550,2,F_1276
2376,PHX,ORX,LQXXX5,-21,Economy,1,non-elite,Boomer,A319-100,678,4,F_1277
1213,SFX,PVX,FJXXZH,1,Economy,1,non-elite,Millennial,A320-200,1551,2,F_1278
985,CDX,SFX,ASXXHP,15,Economy,1,premier platinum,Gen X,B777-200,5583,1,F_1279
128,DUX,IAX,EEXXX6,-41,Economy,2,non-elite,Boomer,B767-400,3405,5,F_1280
2633,EWX,SFX,MCXXC6,-6,Economy,2,premier silver,Gen X,B777-300,2565,5,F_1281
924,LAX,LHX,D3XX7D,-35,Economy,1,non-elite,Millennial,B787-9,5456,4,F_1282
1142,HNX,SFX,F4XXD1,-15,Economy,2,non-elite,Boomer,B777-200,2399,3,F_1283
657,ORX,BOX,NZXXTN,-16,Economy,1,premier platinum,Millennial,B737-MAX9,867,5,F_1284
142,TLX,ORX,MPXXRZ,-44,Economy,1,premier platinum,Boomer,B787-8,6180,3,F_1285
2223,MCX,LAX,A8XXFX,-24,Economy,1,premier 1k,Gen X,B737-800,2217,1,F_1286
